"genesysId","instCode","name","aliasType","lang","version"
"4338873",,"880301","OTHERNUMB",,"0"
"4338873","USA126","DJUG 241","OTHERNUMB",,"0"
"4338873",,"MT 0588","OTHERNUMB",,"0"
"4339405",,"DJUG 113","ACCENAME",,"0"
"4339405","USA126","DJUG 113","OTHERNUMB",,"0"
"4339423",,"Rawlins","ACCENAME",,"0"
"4339423",,"Rawlins","OTHERNUMB",,"0"
"4339423","USA126","DJUG 105","OTHERNUMB",,"0"
"4339425",,"Vlach","ACCENAME",,"0"
"4339425",,"Vlach","OTHERNUMB",,"0"
"4339425",,"96-035","OTHERNUMB",,"0"
"4339425","USA126","DJUG 750","OTHERNUMB",,"0"
"4339425",,"96-035","DONORNUMB",,"0"
"4341036",,"Selection 74-258","ACCENAME",,"0"
"4341036",,"Selection 74-258","OTHERNUMB",,"0"
"4341036","USA126","DJUG 110","OTHERNUMB",,"0"
"4341048",,"95-045-8","ACCENAME",,"0"
"4341048",,"95-045-8","OTHERNUMB",,"0"
"4341048",,"China 11","OTHERNUMB",,"0"
"4341048","USA126","DJUG 748","OTHERNUMB",,"0"
"4341048",,"95-045-8","DONORNUMB",,"0"
"4341050",,"DJUG 582","ACCENAME",,"0"
"4341050","USA126","DJUG 582","OTHERNUMB",,"0"
"4341050",,"CS0900","OTHERNUMB",,"0"
"4341055",,"95-037-5","ACCENAME",,"0"
"4341055",,"95-037-5","OTHERNUMB",,"0"
"4341055",,"China 3","OTHERNUMB",,"0"
"4341055","USA126","DJUG 741","OTHERNUMB",,"0"
"4341055",,"95-037-5","DONORNUMB",,"0"
"4341070",,"7","ACCENAME",,"0"
"4341070",,"7","OTHERNUMB",,"0"
"4341070","USA126","DJUG 70","OTHERNUMB",,"0"
"4341072",,"8","ACCENAME",,"0"
"4341072",,"8","OTHERNUMB",,"0"
"4341072","USA126","DJUG 71","OTHERNUMB",,"0"
"4341128",,"Henderson No.2","ACCENAME",,"0"
"4341128",,"Henderson No.2","OTHERNUMB",,"0"
"4341128","USA126","CJUG 8","OTHERNUMB",,"0"
"4342252",,"Xing Tao","ACCENAME",,"0"
"4342252",,"Xing Tao","OTHERNUMB",,"0"
"4342252",,"China 4","OTHERNUMB",,"0"
"4342252","USA126","DJUG 334","OTHERNUMB",,"0"
"4342252",,"GM 0990","OTHERNUMB",,"0"
"4342272",,"95-047-6","ACCENAME",,"0"
"4342272",,"95-047-6","OTHERNUMB",,"0"
"4342272",,"China 13","OTHERNUMB",,"0"
"4342272","USA126","DJUG 751","OTHERNUMB",,"0"
"4342272",,"95-047-6","DONORNUMB",,"0"
"4342312",,"DJUG 608","ACCENAME",,"0"
"4342312","USA126","DJUG 608","OTHERNUMB",,"0"
"4342312",,"CS0900","OTHERNUMB",,"0"
"4344562",,"Hotien 08","ACCENAME",,"0"
"4344562",,"Hotien 08","OTHERNUMB",,"0"
"4344562",,"China 54","OTHERNUMB",,"0"
"4344562","USA126","DJUG 383","OTHERNUMB",,"0"
"4344562",,"GM 0990","OTHERNUMB",,"0"
"4344572",,"DJUG 611","ACCENAME",,"0"
"4344572","USA126","DJUG 611","OTHERNUMB",,"0"
"4344572",,"CS0900","OTHERNUMB",,"0"
"4344584",,"880439","ACCENAME",,"0"
"4344584",,"880439","OTHERNUMB",,"0"
"4344584","USA126","DJUG 262","OTHERNUMB",,"0"
"4344584",,"MT 0588","OTHERNUMB",,"0"
"4344584",,"880439","DONORNUMB",,"0"
"4344593",,"DJUG 613","ACCENAME",,"0"
"4344593","USA126","DJUG 613","OTHERNUMB",,"0"
"4344593",,"CS0900","OTHERNUMB",,"0"
"4344605",,"17","ACCENAME",,"0"
"4344605",,"17","OTHERNUMB",,"0"
"4344605","USA126","DJUG 50","OTHERNUMB",,"0"
"4345083",,"Beckwith","ACCENAME",,"0"
"4345083",,"Beckwith","OTHERNUMB",,"0"
"4345083","USA126","CJUG 22","OTHERNUMB",,"0"
"4345543",,"DJUG 23","ACCENAME",,"0"
"4345543","USA126","DJUG 23","OTHERNUMB",,"0"
"4345559",,"AZN #60","ACCENAME",,"0"
"4345559",,"AZN #60","OTHERNUMB",,"0"
"4345559","USA126","DJUG 780","OTHERNUMB",,"0"
"4345559",,"MA 0907","OTHERNUMB",,"0"
"4345570",,"Op Sdlg/ideal","ACCENAME",,"0"
"4345570",,"Op Sdlg/ideal","OTHERNUMB",,"0"
"4345570",,"OLD #631 EN 6-2","OTHERNUMB",,"0"
"4345570",,"OLD # 613 EN 3-3","OTHERNUMB",,"0"
"4345570","USA126","DJUG 148","OTHERNUMB",,"0"
"4345570","USA126","DJUG 152","OTHERNUMB",,"0"
"4345570",,"OLD #631 EN 6-2","DONORNUMB",,"0"
"4346314",,"Wild Walnut","ACCENAME",,"0"
"4346314",,"Wild Walnut","OTHERNUMB",,"0"
"4346314",,"JUG 1","OTHERNUMB",,"0"
"4346314",,"T-78","OTHERNUMB",,"0"
"4346314","USA126","DJUG 11","OTHERNUMB",,"0"
"4346314",,"T-78","DONORNUMB",,"0"
"4346322",,"585","ACCENAME",,"0"
"4346322",,"585","OTHERNUMB",,"0"
"4346322",,"NC-6585","OTHERNUMB",,"0"
"4346322","USA126","DJUG 304","OTHERNUMB",,"0"
"4346322",,"NC-6585","DONORNUMB",,"0"
"4346329",,"DJUG 567","ACCENAME",,"0"
"4346329","USA126","DJUG 567","OTHERNUMB",,"0"
"4346329",,"CS0900","OTHERNUMB",,"0"
"4346340",,"Rawlins","ACCENAME",,"0"
"4346340",,"Rawlins","OTHERNUMB",,"0"
"4346340",,"Pom Sel BL R8-T15","OTHERNUMB",,"0"
"4346340",,"16","OTHERNUMB",,"0"
"4346340","USA126","DJUG 174","OTHERNUMB",,"0"
"4346340",,"Pom Sel BL R8-T15,16","DONORNUMB",,"0"
"4346800",,"Wayne NF #1","ACCENAME",,"0"
"4346800",,"Wayne NF #1","OTHERNUMB",,"0"
"4346800","USA126","CJUG 69","OTHERNUMB",,"0"
"4346800",,"Wayne NF #1","DONORNUMB",,"0"
"4348040",,"Krunsky sd","ACCENAME",,"0"
"4348040",,"Krunsky sd","OTHERNUMB",,"0"
"4348040",,"85-044.1","OTHERNUMB",,"0"
"4348040","USA126","DJUG 492","OTHERNUMB",,"0"
"4348040",,"85-044.1","DONORNUMB",,"0"
"4348062",,"DJUG 20","ACCENAME",,"0"
"4348062","USA126","DJUG 20","OTHERNUMB",,"0"
"4348093",,"Planton #1","ACCENAME",,"0"
"4348093",,"Planton #1","OTHERNUMB",,"0"
"4348093","USA126","CJUG 56","OTHERNUMB",,"0"
"4348093",,"Planton #1","DONORNUMB",,"0"
"4348163",,"Himegurumi","ACCENAME",,"0"
"4348163",,"Himegurumi","OTHERNUMB",,"0"
"4348163",,"JUG 13","OTHERNUMB",,"0"
"4348163",,"37-1","OTHERNUMB",,"0"
"4348163","USA126","DJUG 10","OTHERNUMB",,"0"
"4348163",,"JUG 13","DONORNUMB",,"0"
"4348177",,"Himegurumi","ACCENAME",,"0"
"4348177",,"Himegurumi","OTHERNUMB",,"0"
"4348177",,"JUG 8","OTHERNUMB",,"0"
"4348177",,"38-2","OTHERNUMB",,"0"
"4348177","USA126","DJUG 9","OTHERNUMB",,"0"
"4348177",,"JUG 8","DONORNUMB",,"0"
"4349144",,"Jin Tang","ACCENAME",,"0"
"4349144",,"Jin Tang","OTHERNUMB",,"0"
"4349144",,"China 3","OTHERNUMB",,"0"
"4349144","USA126","DJUG 333","OTHERNUMB",,"0"
"4349144",,"GM 0990","OTHERNUMB",,"0"
"4349149",,"7","ACCENAME",,"0"
"4349149",,"7","OTHERNUMB",,"0"
"4349149","USA126","DJUG 69","OTHERNUMB",,"0"
"4349161",,"Mei Yao Go mix","ACCENAME",,"0"
"4349161",,"Mei Yao Go mix","OTHERNUMB",,"0"
"4349161",,"China 23","OTHERNUMB",,"0"
"4349161","USA126","DJUG 352","OTHERNUMB",,"0"
"4349161",,"GM 0990","OTHERNUMB",,"0"
"4349165",,"DJUG 19","ACCENAME",,"0"
"4349165","USA126","DJUG 19","OTHERNUMB",,"0"
"4349168",,"DJUG 607","ACCENAME",,"0"
"4349168","USA126","DJUG 607","OTHERNUMB",,"0"
"4349168",,"CS0900","OTHERNUMB",,"0"
"4349173",,"Seri 2","ACCENAME",,"0"
"4349173",,"Seri 2","OTHERNUMB",,"0"
"4349173",,"85-026.1","OTHERNUMB",,"0"
"4349173","USA126","DJUG 490","OTHERNUMB",,"0"
"4349173",,"85-026.1","DONORNUMB",,"0"
"4349183",,"Sha #6","ACCENAME",,"0"
"4349183",,"Sha #6","OTHERNUMB",,"0"
"4349183",,"China 50","OTHERNUMB",,"0"
"4349183","USA126","DJUG 379","OTHERNUMB",,"0"
"4349183",,"GM 0990","OTHERNUMB",,"0"
"4349187",,"880424","ACCENAME",,"0"
"4349187",,"880424","OTHERNUMB",,"0"
"4349187","USA126","DJUG 255","OTHERNUMB",,"0"
"4349187",,"MT 0588","OTHERNUMB",,"0"
"4349187",,"880424","DONORNUMB",,"0"
"4349914",,"Yangbi 1","ACCENAME",,"0"
"4349914",,"Yangbi 1","OTHERNUMB",,"0"
"4349914","USA126","DJUG 951","OTHERNUMB",,"0"
"4350030",,"Weschcke","ACCENAME",,"0"
"4350030",,"Weschcke","OTHERNUMB",,"0"
"4350030","USA126","CJUG 13","OTHERNUMB",,"0"
"4350928",,"DJUG 17","ACCENAME",,"0"
"4350928","USA126","DJUG 17","OTHERNUMB",,"0"
"4350930",,"Akrot","ACCENAME",,"0"
"4350930",,"Akrot","OTHERNUMB",,"0"
"4350930",,"880325","OTHERNUMB",,"0"
"4350930","USA126","DJUG 243","OTHERNUMB",,"0"
"4350930",,"MT 0588","OTHERNUMB",,"0"
"4350941",,"83-96-39","ACCENAME",,"0"
"4350941",,"83-96-39","OTHERNUMB",,"0"
"4350941","USA126","DJUG 94","OTHERNUMB",,"0"
"4350941",,"83-96-39","DONORNUMB",,"0"
"4350958",,"Sibisel 39","ACCENAME",,"0"
"4350958",,"Sibisel 39","OTHERNUMB",,"0"
"4350958",,"86-7","OTHERNUMB",,"0"
"4350958",,"RA 948","OTHERNUMB",,"0"
"4350958","USA126","DJUG 417","OTHERNUMB",,"0"
"4350958",,"RA 948","DONORNUMB",,"0"
"4350962",,"Ji Dan Bo Ke","ACCENAME",,"0"
"4350962",,"Ji Dan Bo Ke","OTHERNUMB",,"0"
"4350962",,"China 49","OTHERNUMB",,"0"
"4350962","USA126","DJUG 378","OTHERNUMB",,"0"
"4350962",,"GM 0990","OTHERNUMB",,"0"
"4350964",,"Akhrot","ACCENAME",,"0"
"4350964",,"Akhrot","OTHERNUMB",,"0"
"4350964",,"880064","OTHERNUMB",,"0"
"4350964","USA126","DJUG 239","OTHERNUMB",,"0"
"4350964",,"MT 0588","OTHERNUMB",,"0"
"4350972",,"Op Sdlg/pioner Majkopa","ACCENAME",,"0"
"4350972",,"Op Sdlg/pioner Majkopa","OTHERNUMB",,"0"
"4350972",,"OLD #609 EN 2-5","OTHERNUMB",,"0"
"4350972","USA126","DJUG 124","OTHERNUMB",,"0"
"4350972",,"OLD #609 EN 2-5","DONORNUMB",,"0"
"4352709",,"880412","ACCENAME",,"0"
"4352709",,"880412","OTHERNUMB",,"0"
"4352709","USA126","DJUG 254","OTHERNUMB",,"0"
"4352709",,"MT 0588","OTHERNUMB",,"0"
"4352709",,"880412","DONORNUMB",,"0"
"4353141",,"DJUG 25","ACCENAME",,"0"
"4353141","USA126","DJUG 25","OTHERNUMB",,"0"
"4353152",,"84-4","ACCENAME",,"0"
"4353152",,"84-4","OTHERNUMB",,"0"
"4353152","USA126","DJUG 66","OTHERNUMB",,"0"
"4353152",,"84-4","DONORNUMB",,"0"
"4354618",,"DJUG 565","ACCENAME",,"0"
"4354618","USA126","DJUG 565","OTHERNUMB",,"0"
"4354618",,"CS0900","OTHERNUMB",,"0"
"4354619",,"575","ACCENAME",,"0"
"4354619",,"Zhong Lin #3","OTHERNUMB",,"0"
"4354619",,"575","OTHERNUMB",,"0"
"4354619",,"China 9","OTHERNUMB",,"0"
"4354619","USA126","DJUG 338","OTHERNUMB",,"0"
"4354619",,"GM 0990","OTHERNUMB",,"0"
"4354634",,"DJUG 560","ACCENAME",,"0"
"4354634","USA126","DJUG 560","OTHERNUMB",,"0"
"4354634",,"CS0900","OTHERNUMB",,"0"
"4354650",,"Lake","ACCENAME",,"0"
"4354650",,"Lake","OTHERNUMB",,"0"
"4354650",,"ZE09","OTHERNUMB",,"0"
"4354650","USA126","DJUG 695","OTHERNUMB",,"0"
"4354650",,"ZE09","DONORNUMB",,"0"
"4354651",,"DJUG 584","ACCENAME",,"0"
"4354651","USA126","DJUG 584","OTHERNUMB",,"0"
"4354651",,"CS0900","OTHERNUMB",,"0"
"4354654",,"0-70-1307","ACCENAME",,"0"
"4354654",,"0-70-1307","OTHERNUMB",,"0"
"4354654",,"VAR BL","OTHERNUMB",,"0"
"4354654","USA126","DJUG 165","OTHERNUMB",,"0"
"4354654",,"VAR BL","DONORNUMB",,"0"
"4354657",,"0-20-1072","ACCENAME",,"0"
"4354657",,"0-20-1072","OTHERNUMB",,"0"
"4354657",,"V68","OTHERNUMB",,"0"
"4354657","USA126","DJUG 227","OTHERNUMB",,"0"
"4354657",,"V68","DONORNUMB",,"0"
"4355209",,"JM 2-3","ACCENAME",,"0"
"4355209",,"JM 2-3","OTHERNUMB",,"0"
"4355209","USA126","DJUG 218","OTHERNUMB",,"0"
"4355209",,"JP 0887","OTHERNUMB",,"0"
"4355219",,"DJUG 547","ACCENAME",,"0"
"4355219","USA126","DJUG 547","OTHERNUMB",,"0"
"4355656",,"OLD #600 EN 1-1","ACCENAME",,"0"
"4355656",,"OLD #601 EN 1-2","OTHERNUMB",,"0"
"4355656",,"OLD #600 EN 1-1","OTHERNUMB",,"0"
"4355656","USA126","DJUG 146","OTHERNUMB",,"0"
"4355656","USA126","DJUG 151","OTHERNUMB",,"0"
"4355656",,"OLD #601 EN 1-2","DONORNUMB",,"0"
"4355665",,"880638","ACCENAME",,"0"
"4355665",,"880638","OTHERNUMB",,"0"
"4355665","USA126","DJUG 274","OTHERNUMB",,"0"
"4355665",,"MT 0588","OTHERNUMB",,"0"
"4355665",,"880638","DONORNUMB",,"0"
"4355681",,"Op Sdlg/yubileynii","ACCENAME",,"0"
"4355681",,"Op Sdlg/yubileynii","OTHERNUMB",,"0"
"4355681",,"84-21-1","OTHERNUMB",,"0"
"4355681","USA126","DJUG 190","OTHERNUMB",,"0"
"4355681",,"84-21-1","DONORNUMB",,"0"
"4355682",,"880425","ACCENAME",,"0"
"4355682",,"880425","OTHERNUMB",,"0"
"4355682","USA126","DJUG 256","OTHERNUMB",,"0"
"4355682",,"MT 0588","OTHERNUMB",,"0"
"4355682",,"880425","DONORNUMB",,"0"
"4355684",,"Elit","ACCENAME",,"0"
"4355684",,"Elit","OTHERNUMB",,"0"
"4355684",,"90-008","OTHERNUMB",,"0"
"4355684","USA126","DJUG 477","OTHERNUMB",,"0"
"4355684",,"90-008","DONORNUMB",,"0"
"4355690",,"Turfan Lowland mix","ACCENAME",,"0"
"4355690",,"Turfan Lowland mix","OTHERNUMB",,"0"
"4355690",,"China 22","OTHERNUMB",,"0"
"4355690","USA126","DJUG 351","OTHERNUMB",,"0"
"4355690",,"GM 0990","OTHERNUMB",,"0"
"4356379",,"DJUG 24","ACCENAME",,"0"
"4356379","USA126","DJUG 24","OTHERNUMB",,"0"
"4357228",,"Payne","ACCENAME",,"0"
"4357228",,"Payne","OTHERNUMB",,"0"
"4357228",,"Pom Var BL R7-T18","OTHERNUMB",,"0"
"4357228","USA126","DJUG 168","OTHERNUMB",,"0"
"4357228",,"Pom Var BL R7-T18","DONORNUMB",,"0"
"4357245",,"880434","ACCENAME",,"0"
"4357245",,"880434","OTHERNUMB",,"0"
"4357245","USA126","DJUG 261","OTHERNUMB",,"0"
"4357245",,"MT 0588","OTHERNUMB",,"0"
"4357245",,"880434","DONORNUMB",,"0"
"4358045",,"Onigurumi","ACCENAME",,"0"
"4358045",,"Onigurumi","OTHERNUMB",,"0"
"4358045",,"JUG 14","OTHERNUMB",,"0"
"4358045",,"1-1","OTHERNUMB",,"0"
"4358045","USA126","DJUG 6","OTHERNUMB",,"0"
"4358045",,"MW 0881","OTHERNUMB",,"0"
"4358045",,"JUG 14","DONORNUMB",,"0"
"4358049",,"AZN #15","ACCENAME",,"0"
"4358049",,"AZN #15","OTHERNUMB",,"0"
"4358049","USA126","DJUG 770","OTHERNUMB",,"0"
"4358049",,"MA 0907","OTHERNUMB",,"0"
"4358061",,"Onigurumi","ACCENAME",,"0"
"4358061",,"Onigurumi","OTHERNUMB",,"0"
"4358061",,"JUG 9","OTHERNUMB",,"0"
"4358061",,"2-2","OTHERNUMB",,"0"
"4358061","USA126","DJUG 3","OTHERNUMB",,"0"
"4358061",,"JUG 9","DONORNUMB",,"0"
"4358088",,"Aksu 71","ACCENAME",,"0"
"4358088",,"Aksu 71","OTHERNUMB",,"0"
"4358088",,"China 46","OTHERNUMB",,"0"
"4358088","USA126","DJUG 375","OTHERNUMB",,"0"
"4358088",,"GM 0990","OTHERNUMB",,"0"
"4358089",,"Op Sdlg/detskij","ACCENAME",,"0"
"4358089",,"Op Sdlg/detskij","OTHERNUMB",,"0"
"4358089",,"OLD #602 EN 1-3","OTHERNUMB",,"0"
"4358089",,"OLD #624 EN 4-7","OTHERNUMB",,"0"
"4358089",,"OLD #623 EN 4-6","OTHERNUMB",,"0"
"4358089","USA126","DJUG 133","OTHERNUMB",,"0"
"4358089","USA126","DJUG 139","OTHERNUMB",,"0"
"4358089","USA126","DJUG 145","OTHERNUMB",,"0"
"4358089",,"OLD #624 EN 4-7","DONORNUMB",,"0"
"4358930",,"880431","ACCENAME",,"0"
"4358930",,"880431","OTHERNUMB",,"0"
"4358930","USA126","DJUG 259","OTHERNUMB",,"0"
"4358930",,"MT 0588","OTHERNUMB",,"0"
"4358930",,"880431","DONORNUMB",,"0"
"4358941",,"Hakim Jan","ACCENAME",,"0"
"4358941",,"Hakim Jan","OTHERNUMB",,"0"
"4358941",,"KYR #8","OTHERNUMB",,"0"
"4358941","USA126","DJUG 853","OTHERNUMB",,"0"
"4358941",,"MA 0809","OTHERNUMB",,"0"
"4358947",,"Xin Zheng Zhu","ACCENAME",,"0"
"4358947",,"Aksu 81","OTHERNUMB",,"0"
"4358947",,"Xin Zheng Zhu","OTHERNUMB",,"0"
"4358947",,"China 48","OTHERNUMB",,"0"
"4358947","USA126","DJUG 377","OTHERNUMB",,"0"
"4358947",,"GM 0990","OTHERNUMB",,"0"
"4359777",,"Heilongjiang 1","ACCENAME",,"0"
"4359777",,"Heilongjiang 1","OTHERNUMB",,"0"
"4359777",,"85-003","OTHERNUMB",,"0"
"4359777","USA126","DJUG 463","OTHERNUMB",,"0"
"4359777",,"85-003","DONORNUMB",,"0"
"4361387",,"USSR 90-08-02","ACCENAME",,"0"
"4361387",,"USSR 90-08-02","OTHERNUMB",,"0"
"4361387","USA126","DJUG 315","OTHERNUMB",,"0"
"4361387",,"CS 0790","OTHERNUMB",,"0"
"4361387",,"USSR 90-08-02","DONORNUMB",,"0"
"4361398",,"83-93","ACCENAME",,"0"
"4361398",,"83-93","OTHERNUMB",,"0"
"4361398","USA126","DJUG 93","OTHERNUMB",,"0"
"4361398",,"83-93","DONORNUMB",,"0"
"4361413",,"R 8/6","ACCENAME",,"0"
"4361413",,"R 8/6","OTHERNUMB",,"0"
"4361413",,"R VIII-6","OTHERNUMB",,"0"
"4361413",,"85-126","OTHERNUMB",,"0"
"4361413","USA126","DJUG 411","OTHERNUMB",,"0"
"4361413",,"85-126","DONORNUMB",,"0"
"4361437",,"83-102","ACCENAME",,"0"
"4361437",,"83-102","OTHERNUMB",,"0"
"4361437","USA126","DJUG 42","OTHERNUMB",,"0"
"4362090",,"631","ACCENAME",,"0"
"4362090",,"631","OTHERNUMB",,"0"
"4362090",,"NC-6631","OTHERNUMB",,"0"
"4362090","USA126","DJUG 303","OTHERNUMB",,"0"
"4362090",,"NC-6631","DONORNUMB",,"0"
"4362606",,"95-040-5","ACCENAME",,"0"
"4362606",,"95-040-5","OTHERNUMB",,"0"
"4362606",,"China 6","OTHERNUMB",,"0"
"4362606","USA126","DJUG 744","OTHERNUMB",,"0"
"4362606",,"95-040-5","DONORNUMB",,"0"
"4362628",,"DJUG 600","ACCENAME",,"0"
"4362628","USA126","DJUG 600","OTHERNUMB",,"0"
"4362628",,"CS0900","OTHERNUMB",,"0"
"4363166",,"85-2-1","ACCENAME",,"0"
"4363166",,"85-2-1","OTHERNUMB",,"0"
"4363166","USA126","DJUG 194","OTHERNUMB",,"0"
"4363166",,"85-2-1","DONORNUMB",,"0"
"4363307",,"Maxwell #1","ACCENAME",,"0"
"4363307",,"Maxwell #1","OTHERNUMB",,"0"
"4363307","USA126","CJUG 49","OTHERNUMB",,"0"
"4363307",,"Maxwell #1","DONORNUMB",,"0"
"4364441",,"Feng Huei","ACCENAME",,"0"
"4364441",,"Feng Huei","OTHERNUMB",,"0"
"4364441",,"China 11","OTHERNUMB",,"0"
"4364441","USA126","DJUG 340","OTHERNUMB",,"0"
"4364441",,"GM 0990","OTHERNUMB",,"0"
"4364458",,"DJUG 610","ACCENAME",,"0"
"4364458","USA126","DJUG 610","OTHERNUMB",,"0"
"4364458",,"CS0900","OTHERNUMB",,"0"
"4364465",,"DJUG 59","ACCENAME",,"0"
"4364465","USA126","DJUG 59","OTHERNUMB",,"0"
"4365280",,"83-131","ACCENAME",,"0"
"4365280",,"83-131","OTHERNUMB",,"0"
"4365280","USA126","DJUG 31","OTHERNUMB",,"0"
"4365280",,"83-131","DONORNUMB",,"0"
"4365311",,"Kinneyglen","ACCENAME",,"0"
"4365311",,"Kinneyglen","OTHERNUMB",,"0"
"4365311","USA126","CJUG 11","OTHERNUMB",,"0"
"4365312",,"Craxezy","ACCENAME",,"0"
"4365312",,"Craxezy","OTHERNUMB",,"0"
"4365312","USA126","CJUG 5","OTHERNUMB",,"0"
"4365631",,"NEG 1855","ACCENAME",,"0"
"4365631",,"NEG 1855","OTHERNUMB",,"0"
"4365631","USA126","DJUG 122","OTHERNUMB",,"0"
"4365631",,"NEG 1855","DONORNUMB",,"0"
"4365648",,"Water Walnut","ACCENAME",,"0"
"4365648",,"Water Walnut","OTHERNUMB",,"0"
"4365648",,"91-007","OTHERNUMB",,"0"
"4365648",,"China 7","OTHERNUMB",,"0"
"4365648","USA126","DJUG 336","OTHERNUMB",,"0"
"4365648",,"GM 0990","OTHERNUMB",,"0"
"4365648",,"91-007","DONORNUMB",,"0"
"4366959",,"83-129","ACCENAME",,"0"
"4366959",,"83-129","OTHERNUMB",,"0"
"4366959","USA126","DJUG 29","OTHERNUMB",,"0"
"4366959",,"83-129","DONORNUMB",,"0"
"4367585",,"Lu Guang","ACCENAME",,"0"
"4367585",,"Lu Guang","OTHERNUMB",,"0"
"4367585",,"China 10","OTHERNUMB",,"0"
"4367585","USA126","DJUG 339","OTHERNUMB",,"0"
"4367585",,"GM 0990","OTHERNUMB",,"0"
"4367597",,"Bulgaria 3","ACCENAME",,"0"
"4367597",,"Bulgaria 3","OTHERNUMB",,"0"
"4367597",,"RB 87-13","OTHERNUMB",,"0"
"4367597","USA126","DJUG 410","OTHERNUMB",,"0"
"4367597",,"RB 87-13","DONORNUMB",,"0"
"4367602",,"95-046-10","ACCENAME",,"0"
"4367602",,"95-046-10","OTHERNUMB",,"0"
"4367602",,"China 12","OTHERNUMB",,"0"
"4367602","USA126","DJUG 749","OTHERNUMB",,"0"
"4367602",,"95-046-10","DONORNUMB",,"0"
"4367615",,"DJUG 579","ACCENAME",,"0"
"4367615","USA126","DJUG 579","OTHERNUMB",,"0"
"4367615",,"CS0900","OTHERNUMB",,"0"
"4367618",,"11D-2","ACCENAME",,"0"
"4367618",,"11D-2","OTHERNUMB",,"0"
"4367618","USA126","DJUG 76","OTHERNUMB",,"0"
"4368069",,"DJUG 585","ACCENAME",,"0"
"4368069","USA126","DJUG 585","OTHERNUMB",,"0"
"4368069",,"CS0900","OTHERNUMB",,"0"
"4368226",,"Chamberlin","ACCENAME",,"0"
"4368226",,"Chamberlin","OTHERNUMB",,"0"
"4368226","USA126","CJUG 4","OTHERNUMB",,"0"
"4368227",,"Creighton","ACCENAME",,"0"
"4368227",,"Creighton","OTHERNUMB",,"0"
"4368227","USA126","CJUG 6","OTHERNUMB",,"0"
"4369647",,"ShanXi 4","ACCENAME",,"0"
"4369647",,"ShanXi 4","OTHERNUMB",,"0"
"4369647",,"85-006","OTHERNUMB",,"0"
"4369647","USA126","DJUG 464","OTHERNUMB",,"0"
"4369647",,"85-006","DONORNUMB",,"0"
"4369676",,"Henzal","ACCENAME",,"0"
"4369676",,"Henzal","OTHERNUMB",,"0"
"4369676",,"89-015","OTHERNUMB",,"0"
"4369676","USA126","DJUG 475","OTHERNUMB",,"0"
"4369676",,"89-015","DONORNUMB",,"0"
"4369693",,"KYR #30","ACCENAME",,"0"
"4369693",,"KYR #30","OTHERNUMB",,"0"
"4369693","USA126","DJUG 875","OTHERNUMB",,"0"
"4369693",,"MA 0809","OTHERNUMB",,"0"
"4370062",,"Herrick","ACCENAME",,"0"
"4370062",,"Herrick","OTHERNUMB",,"0"
"4370062","USA126","CJUG 9","OTHERNUMB",,"0"
"4370263",,"DJUG 561","ACCENAME",,"0"
"4370263","USA126","DJUG 561","OTHERNUMB",,"0"
"4370263",,"CS0900","OTHERNUMB",,"0"
"4370646",,"Op Sdlg/desertnii","ACCENAME",,"0"
"4370646",,"Op Sdlg/desertnii","OTHERNUMB",,"0"
"4370646",,"84-19-1","OTHERNUMB",,"0"
"4370646","USA126","DJUG 192","OTHERNUMB",,"0"
"4370646",,"84-19-1","DONORNUMB",,"0"
"4370672",,"880465","ACCENAME",,"0"
"4370672",,"880465","OTHERNUMB",,"0"
"4370672","USA126","DJUG 266","OTHERNUMB",,"0"
"4370672",,"MT 0588","OTHERNUMB",,"0"
"4370672",,"880465","DONORNUMB",,"0"
"4370679",,"Graves-Franquette","ACCENAME",,"0"
"4370679",,"Graves-Franquette","OTHERNUMB",,"0"
"4370679",,"Pom Sel BL R14-T1","OTHERNUMB",,"0"
"4370679","USA126","DJUG 169","OTHERNUMB",,"0"
"4370679",,"Pom Sel BL R14-T1","DONORNUMB",,"0"
"4371372",,"Argos #850","ACCENAME",,"0"
"4371372",,"Argos #850","OTHERNUMB",,"0"
"4371372","USA126","CJUG 35","OTHERNUMB",,"0"
"4371372",,"Argos #850","DONORNUMB",,"0"
"4371416",,"K-32","ACCENAME",,"0"
"4371416",,"JUG 2","OTHERNUMB",,"0"
"4371416",,"K-32","OTHERNUMB",,"0"
"4371416","USA126","DJUG 13","OTHERNUMB",,"0"
"4371416",,"pi 89076","OTHERNUMB",,"0"
"4371416",,"MW 0881","OTHERNUMB",,"0"
"4371416",,"K-32","DONORNUMB",,"0"
"4372613",,"Tile","ACCENAME",,"0"
"4372613",,"Tile","OTHERNUMB",,"0"
"4372613",,"89-012","OTHERNUMB",,"0"
"4372613","USA126","DJUG 472","OTHERNUMB",,"0"
"4372613",,"89-012","DONORNUMB",,"0"
"4372614",,"Clear and Beautiful","ACCENAME",,"0"
"4372614",,"Clear and Beautiful","OTHERNUMB",,"0"
"4372614",,"China 27","OTHERNUMB",,"0"
"4372614","USA126","DJUG 356","OTHERNUMB",,"0"
"4372614",,"GM 0990","OTHERNUMB",,"0"
"4372631",,"Naga Bagh","ACCENAME",,"0"
"4372631",,"Naga Bagh","OTHERNUMB",,"0"
"4372631",,"85-019.4","OTHERNUMB",,"0"
"4372631","USA126","DJUG 485","OTHERNUMB",,"0"
