"genesysId","uuid","instCode","acceNumb","doi","genus","species","spAuthor","subtaxa","subtAuthor","fullTaxa","origCty","acqSrc","acqDate","mlsStat","available","historic","curationType","storage","sampStat","duplSite","createdBy","createdDate","lastModifiedBy","lastModifiedDate"
"5622448","1aa6db07-f8c2-445a-8894-7c7b9164834a","ITA378","No 0107",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622449","343ac124-02ac-4b7c-9464-5166b2434412","ITA378","No 0089",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622450","fffdfc7d-8daf-42b7-b5ef-9a285b67900c","ITA378","No 0090",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622451","c6db8044-db65-4f9d-b3c6-eed5a4d166ed","ITA378","No 0108",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622452","97efd49f-d0a2-4b6f-9c4e-d0dc850dad13","ITA378","No 0115",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622453","1ad68314-6825-45d9-85ea-6691aefd771f","ITA378","No 0076",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622454","7127fdbe-39c5-4de0-ae24-2c1ad2c93e21","ITA378","No 0084",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622455","052ec012-cc7a-4d31-90c4-d7880d596b02","ITA378","No 0112",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","300",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622456","d4adddd7-1327-4206-b3bb-52b80b4b1d35","ITA378","No 0095",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622457","787ff3e8-3db7-4333-b42f-e69401611ba1","ITA378","No 0109",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622458","6191efac-3b7e-44c8-a1ee-c8e87ae272b2","ITA378","No 0121",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622459","2128c5d1-d04f-4927-8442-1d4fc40dc8e9","ITA378","No 0111",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:36","1285","2023-11-18 09:54:57"
"5622460","f33c63db-fe3d-4ca0-854e-fdd5cabb5186","ITA378","No 0087",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622461","f82ee630-f032-48bb-abb3-87e1e4a72007","ITA378","No 0093",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622462","f5f68e31-0bed-43a1-bec4-0b4c679c02b0","ITA378","No 0113",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622463","3beb6244-e778-48a9-b245-985e4eb354c2","ITA378","No 0105",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622465","f0b870fd-c025-466a-a9e6-2e5d8662e9fb","ITA378","No 0120",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622466","fd20b294-fc8d-4228-8cc3-0ff463439121","ITA378","No 0079",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622467","39b9e75f-b829-44d9-976a-b92c5632e9ee","ITA378","No 0092",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622468","36624c6d-6d3d-4a95-96ab-63068895364d","ITA378","No 0074",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622469","6be60a61-5fcb-4345-9b78-5d19c89161a0","ITA378","No 0114",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622470","e7a395bb-fb39-4461-8a54-9616f78b49d3","ITA378","No 0118",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","300",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622471","70bc454b-f452-4e96-96bb-ab7c60ca2a8d","ITA378","No 0110",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622472","2ab546c5-311a-401b-b814-5230775359fd","ITA378","No 0106",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 09:54:57"
"5622473","c00cef71-d323-4f4c-ad3a-79f0f16a1e87","ITA378","No 0083",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622474","1fa325cb-cf75-4f18-8441-b89889fa639c","ITA378","No 0072",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622475","aeadfeff-841b-4736-bc0d-a8d8cbc25ab8","ITA378","No 0082",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622476","57902248-a3bc-432f-97b4-dfcbeb59ec47","ITA378","No 0099",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622477","4d77660b-4567-48e1-b1bd-f7b292bd7cba","ITA378","No 0102",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622479","83050194-5167-44f6-9e61-4dff18058b5f","ITA378","No 0075",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622480","7d743532-9cef-4856-bbf8-e5093145df0a","ITA378","No 0098",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622481","78ef4f4c-d60a-4a66-a3d5-48343226f52e","ITA378","No 0100",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622482","585ea8c5-cb60-44ec-9a00-90e7236b48f2","ITA378","No 0085",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622483","95c66f2c-135c-4fe0-ba88-8681f086cf85","ITA378","No 0097",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","300",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622484","f965ce68-0faf-43f5-99be-2d6bd5342938","ITA378","No 0086",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","300",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622485","c2952818-6d2c-4ddd-a0e7-2932e3065cff","ITA378","No 0117",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622486","66db6394-85f4-45dd-b734-bc36a66bcb41","ITA378","No 0094",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622487","4f70f8e0-e61f-43d8-ac5b-f782ed8c69da","ITA378","No 0101",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622488","971af7d1-94dc-448b-ab85-82c86e3c03e3","ITA378","No 0104",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622489","f0f71c33-c2b2-4d6e-88a5-e0a36c3398f4","ITA378","No 0081",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2022-07-19 05:59:04"
"5622490","1daa98e2-8fbf-4d6e-845b-2dcd77575446","ITA378","No 0078",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622491","de9f9279-59af-4741-955c-8f2073c3c15d","ITA378","No 0080",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622492","855f8d3c-f48f-4557-9b26-725b0efb82f8","ITA378","No 0116",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:16"
"5622493","95fb9e5a-0217-4c11-abb8-b2776376c37d","ITA378","No 0088",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622494","b0f6aba1-43e5-4395-9d7b-f0d088d61d0b","ITA378","No 0096",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:28"
"5622495","c2bf63f3-104c-4235-8885-dfbf3de314e8","ITA378","No 0103",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","",,"4","2016-10-28 00:05:36","1285","2023-11-18 08:56:18"
"5622497","17be91c6-894d-47c3-9fed-a3070443dbb9","ITA378","No 0125",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622498","61b7fa04-6e26-4492-ab32-1158f9ebb05f","ITA378","No 0130",,"Juglans","regia","L.","","","Juglans regia L.","BGR","",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:18"
"5622500","f3aeafa4-d35c-4bb9-84d9-6bd4d8ddf09d","ITA378","No 0131",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:18"
"5622501","3c30462f-d059-4fbf-97d2-40a326336853","ITA378","No 0126",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","500",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:18"
"5622506","d9c832be-121c-4450-a3f6-0479464ea3ec","ITA378","No 0124",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622508","2d836b4d-0b3f-4a9d-8e24-b5ea45b8f844","ITA378","No 0128",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622511","d5936be7-3c74-43da-9522-11e0e4fa9971","ITA378","No 0132",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:28"
"5622515","28a96af7-59a0-43b5-ae19-817ed16e2517","ITA378","No 0129",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622524","8eaf6a51-7a94-45db-9127-31f51647535e","ITA378","No 0123",,"Juglans","regia","L.","","","Juglans regia L.","HUN","",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622536","70465f7e-1fcd-422f-8dcb-fd98adb0b471","ITA378","No 0122",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:18"
"5622537","a54b0caa-4b6d-465f-b580-b89aeddee7fd","ITA378","No 0127",,"Juglans","regia","L.","","","Juglans regia L.","FRA","",,"","","false","","20","500",,"4","2016-10-28 00:05:37","1285","2023-11-18 08:56:16"
"5622666","b87e11fa-26c8-4de8-96ea-4742d58c00b8","ITA378","No 0059",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622667","345ea084-1fe0-47e4-8504-ab386954bd27","ITA378","No 0028",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622668","23d1bafd-1094-4860-ba30-888a56efda98","ITA378","No 0041",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","300",,"4","2016-10-28 00:05:39","1285","2023-11-18 09:54:57"
"5622669","e6493861-c940-476d-8381-0cd50901c780","ITA378","No 0049",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622670","0946f95a-a6b9-4aa3-a50d-d568b0858202","ITA378","No 0029",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622671","5ab3e2cd-cd4a-4ea7-963e-5ec6f8a18524","ITA378","No 0050",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622673","b205a16f-8e99-46bf-9727-b3dab158b435","ITA378","No 0060",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622674","4049eb2c-b693-457c-be6d-a911d86398ee","ITA378","No 0027",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622675","2746f4dc-ff6e-4e31-b219-fc4646d89270","ITA378","No 0052",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622676","cbe83561-02f7-4b8a-b022-8152451d9364","ITA378","No 0055",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622677","cbb1cd41-9a31-4f9a-839e-fca92528f6fe","ITA378","No 0037",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622678","6d5186ec-924f-480a-aa18-06b3918f78ba","ITA378","No 0046",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622679","6b9a7e29-0423-49e1-8701-5087d0775550","ITA378","No 0044",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622680","5ac94edd-1695-46f8-a094-916f7340704c","ITA378","No 0026",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2022-07-19 08:02:26"
"5622681","42b44e00-20fb-4441-b9af-86d8f3b9b8fa","ITA378","No 0069",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622682","142be630-e49c-4118-a475-36707d4af459","ITA378","No 0036",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622683","a8a5496d-b314-4ada-8bba-2c9d94d0fb49","ITA378","No 0045",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622684","01094f0e-8fca-4ab3-ba3a-e09692642ffc","ITA378","No 0030",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622685","bad8b3f9-5a60-48de-8ee7-2bdb653e8d1a","ITA378","No 0043",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622686","e99cf34d-77c2-4c02-bd3f-fa2f09b81b89","ITA378","No 0035",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622687","d953e508-e6d7-4112-b514-9005b382c19d","ITA378","No 0032",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622688","32c7400a-2aea-4299-a8fd-6f58fedabdc7","ITA378","No 0022",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 09:54:57"
"5622689","8c7322ef-f67a-40da-9612-2a5bb335b008","ITA378","No 0063",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622690","9f73cedf-8264-4690-ac01-162931413d56","ITA378","No 0042",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622691","6f67708e-1ad7-49bd-a1c7-7b8bd91ebc85","ITA378","No 0067",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622692","f31e4b73-e3c6-4401-bf7f-8b6da06312a5","ITA378","No 0024",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622693","fdd2c053-d275-448a-bebb-22fd99ab6899","ITA378","No 0065",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622694","0f1cbb43-2680-45a7-9313-10025273845c","ITA378","No 0058",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622695","56b5788e-03f5-4cae-9105-f382efecfa1d","ITA378","No 0064",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622696","181d9e82-8c6a-45b6-ba30-631678ef115b","ITA378","No 0056",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622697","9c14c2ad-d283-44fb-bf08-4450285d0694","ITA378","No 0057",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622698","dff46d6d-3658-44e7-b9e2-d444bbb74160","ITA378","No 0068",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622701","443c3420-a79f-4f0b-a6de-1cf38765090d","ITA378","No 0062",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622702","d612ea7e-1483-4b7d-b6ed-93ed13a32575","ITA378","No 0038",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","300",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622703","5133b431-1c4e-45a8-b388-20264befa7ec","ITA378","No 0025",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 09:54:57"
"5622704","ea3d3139-e29b-4336-ba69-babf75524dd6","ITA378","No 0033",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622705","6fe00244-d151-472e-be9c-c158f20084b5","ITA378","No 0021",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622706","d1060fd7-da0c-4d0b-9c20-d33f1258e915","ITA378","No 0071",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622707","84edca7b-6c21-4f68-bf57-e6902f5d0814","ITA378","No 0039",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:18"
"5622708","6d2f7066-4558-4702-a5ed-74580fecd420","ITA378","No 0070",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622709","145b0230-4700-46e2-97eb-ba1101d5748a","ITA378","No 0053",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622710","dc4ff8fc-b453-42e6-aeae-a6c95cd38d00","ITA378","No 0023",,"Juglans","regia","L.","","","Juglans regia L.","ITA","",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5622711","b4e539db-19e1-4bc7-8a0a-3665c58aa766","ITA378","No 0061",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 09:54:57"
"5622712","b90d8151-0f85-43d9-82ca-149b134ad40e","ITA378","No 0054",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622714","8d6b3bac-7a17-42f2-9dea-4bb5d6fbbd15","ITA378","No 0051",,"Juglans","regia","L.","","","Juglans regia L.",,"",,"","","false","","20","",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:16"
"5622715","64370ac5-a3bd-4ca3-a364-875a23ce2151","ITA378","No 0031",,"Juglans","regia","L.","","","Juglans regia L.","USA","",,"","","false","","20","300",,"4","2016-10-28 00:05:39","1285","2023-11-18 08:56:28"
"5663486","6404546d-6896-4485-b89f-8a0b71914533","SVK001","F5100001",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:12","1285","2024-10-28 15:04:28"
"5663492","a9511f8b-a13c-4c5a-a910-0edfd1415782","SVK001","F5100002",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:12","1285","2023-11-18 08:24:43"
"5663540","e2d7f1f3-a6a2-4a30-8f33-4f6395a64273","SVK001","F5100003",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:12","1285","2024-10-28 15:04:28"
"5663543","aeb2902a-8b3c-4cb3-82d7-87e15b35479f","SVK001","F5100004",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:12","1285","2024-10-28 15:04:28"
"5663950","a7125f51-a0ce-4d82-aac4-bdc5c9a2ee01","SVK001","F5100015",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2023-11-18 08:24:31"
"5663953","9fe24664-c2c8-4a30-91ab-0d7548715ab4","SVK001","F5100026",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:18","1285","2023-11-18 08:24:31"
"5663954","5c8e10b8-a83f-47ee-9fb0-64d2df248eec","SVK001","F5100025",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663955","9d7eb0b8-c616-4565-908f-3c67b6c13586","SVK001","F5100008",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2023-11-18 08:24:43"
"5663956","4f25a000-3cf4-48d5-9dc4-ba369d57bdc3","SVK001","F5100032",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663957","8568a6cc-ae39-447d-94c3-5edd49e130e5","SVK001","F5100035",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2023-11-18 08:24:43"
"5663959","1efa8848-33e3-405e-88ea-5f7c3bc162c4","SVK001","F5100019",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663960","6bde7450-1ca3-4974-a3d7-ec6fceefe818","SVK001","F5100014",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663961","bf1766b1-ca86-4604-ad99-00dc40190722","SVK001","F5100034",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663962","49972bb3-3db0-40bc-9e32-b2166f04a3e4","SVK001","F5100011",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663963","332e92a0-a4eb-442c-b3c8-370919505a22","SVK001","F5100021",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663968","92f79148-697e-47b2-b107-fa89d2bb1ce9","SVK001","F5100030",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
"5663973","43dcfca0-0026-4db6-9b58-7a7860fdb673","SVK001","F5100013",,"Juglans","regia","L.","","","Juglans regia L.","SVK","","19730000","false","","false","","20","300",,"4","2016-10-28 01:24:18","1285","2023-11-18 08:24:31"
"5663974","d9a9f90c-ea08-45d2-a42c-346a73012532","SVK001","F5100023",,"Juglans","regia","L.","","","Juglans regia L.","CSK","","19730000","false","","false","","20","500",,"4","2016-10-28 01:24:18","1285","2024-10-28 15:04:28"
