"genesysId","collMissId","collNumb","collDate","collSrc","collSite","version"
"6992421",,,,"","Cataluña;Barcelona;Sant Vicenç de Torello","1"
"6992440",,,,"","Castilla-La Mancha;Albacete;Sierra del Segura","1"
"6992555",,,,"","Castilla-La Mancha;Albacete;Nerpio","1"
"6992556",,,,"","Valencia;Valencia;Ademuz","1"
"6995245",,,,"","Andalucia;Jaen;Santiago de la Espada","1"
"6995982",,,,"","Castilla y Leon;Leon;Ponferrada","1"
"6996287",,,,"","Cantabria;Cantabria;Cabezon de Liebana;Luriezo","1"
"6996288",,,,"","Castilla-La Mancha;Albacete;Nerpio","1"
"6996289",,,,"","La Rioja;La Rioja;Pedroso","1"
"6996541",,,,"","Cataluña;Lerida;Vall d'Aneu","1"
"6996542",,,,"","Cataluña;Gerona","1"
"6996543",,,,"","Castilla-La Mancha;Albacete;Rio Mundo","1"
"6996544",,,,"","Cataluña;Tarragona","1"
"6996700",,,,"","Galicia;Orense;Vilardevos","1"
"6996701",,,,"","Asturias;Asturias;Belmonte de Miranda","1"
"6996838",,,,"","Cataluña;Tarragona;Ports de Tortosa","1"
"6996839",,,,"","Extremadura;Badajoz;Segura de Leon","1"
"6996840",,,,"","Cataluña;Lerida;Vall d'Aneu","1"
"6996841",,,,"","Cataluña;Lerida;Vall de Cardos","1"
"6997031",,,,"","Galicia;Orense;Vilardevos","1"
"6997032",,,,"","Cantabria;Cantabria;Valderredible;Villaescusa de Ebro","1"
"6997356",,,,"","Galicia;La Coruña;Pontedeume","1"
"7067024",,"210003",,"","Cherkaska obl.","5"
"7067025",,"210002",,"","Cherkaska obl.","5"
"7067185",,,,"40","Republic of Crimea","4"
"7067213",,"06131","2010----","","Republic of Crimea","5"
"7067215",,"06132","2004----","","Republic of Crimea","4"
"7067261",,"00304",,"23","Zakarpatska obl.","5"
"7067273",,"00306",,"23","Zakarpatska obl.","5"
"7067317",,"210001",,"","Cherkaska obl.","5"
"7067319",,"210006",,"","Cherkaska obl.","5"
"7067323",,"210007",,"","Cherkaska obl.","5"
"7068255",,,,"40",,"0"
"7068256",,,,"40",,"0"
"7068257",,,,"40",,"0"
"7068258",,,,"40",,"0"
"7068302",,,,"40",,"0"
"7068303",,,,"40",,"0"
"7068304",,,,"40",,"0"
"7068305",,,,"40",,"0"
"7068306",,,,"40",,"0"
"7068307",,,,"40",,"0"
"7068308",,,,"40",,"0"
"7068309",,,,"40",,"0"
"7068310",,,,"40",,"0"
"7068311",,,,"40",,"0"
"7068312",,,,"40",,"0"
"7068313",,,,"40",,"0"
"7068314",,,,"40",,"0"
"7068315",,,,"40",,"0"
"7068316",,,,"40",,"0"
"7068317",,,,"40",,"0"
"7068318",,,,"40",,"0"
"7084551",,,,"40",,"0"
"7084558",,,,"40",,"0"
"7084559",,,,"40",,"0"
"7085725",,"00305",,"23","Zakarpatska obl.","3"
"7088567",,,,"40",,"0"
"7088568",,,,"40",,"0"
"7088582",,,,"40",,"0"
"7089682",,"210005",,"","Cherkaska obl.","3"
"7191805",,"JUREG006",,"",,"2"
"7191806",,"JUREG007",,"",,"2"
"7196456",,"JUREG005",,"",,"2"
"7252852",,"IJ6-5-9","20171025","13","Bijelo Polje Kostenica","1"
"7252853",,"IJ6-5-29","20171025","13","Andrijevica Poda","1"
"7252854",,"IJ6-5-42","20171025","12","Bijelo Polje Rakonje","1"
"7252855",,"IJ6-5-44","20171025","13","Bijelo Polje Potkrajci","1"
"7252856",,"IJ6-5-46","20171025","13","Cetinje Humci","1"
"7252857",,"IJ6-5-48","20171025","13","Bijelo Polje Kukulje","1"
"7252858",,"IJ6-5-49","20171025","13","Bijelo Polje Boljanina","1"
"7252859",,"IJ6-5-55","20171025","13","Mojkovac Donja Polja","1"
